FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,RateDOUBLE,SingleExemp,ChildExemp
Noushin,Betz,303,137-1771,WOODROW,CO,80757,M,N,35500,4.63,0,0
Eytan,Liggesmeyer,430,138-1511,MC CAMEY,TX,79752,S,N,55500,0,0,0
Weijing,Suorsa,402,129-1771,KEARNEY,NE,68849,S,N,69000,6.84,103,0
Giuliano,Laohapipattana,205,124-1705,CLAYTON,AL,36016,S,Y,22000,5,1500,300
Bennett,Reghabi,781,143-1618,GRANVILLE,MA,1034,M,N,54500,5.3,0,0
Zizette,Osteen,317,116-1647,MILLERSBURG,IN,46543,S,Y,54500,3.4,1000,1000
Midori,Diepold,240,183-2031,GREENSBORO,MD,21639,S,N,92500,4.75,2400,0
Hengming,Pelecq,202,191-1480,WASHINGTON,DC,20533,S,N,38000,9,1370,0
Afzal,Gajiwala,605,154-1322,WALLACE,SD,57272,M,N,34500,0,0,0
Thuy,Sporl,301,168-1182,BALTIMORE-typoHARTMAN,IA,21261,S,N,6000,4.75,2400,0
Geetha,Kroha,435,195-1738,SANDY,UT,84070,M,Y,69500,7,0,2475
Nectaria,Shephard,719,192-1124,GRAND LAKE,CO,80447,M,N,78500,4.63,0,0
Rollins,Hodil,316,157-1997,COLWICH,KS,67030,S,N,35500,6.45,2250,0
Jaume,Crowther,808,126-1774,MOUNTAIN VIEW,HI,96771,S,N,60500,8.25,1040,0
Celia,Dayang,910,189-1128,STOKES,NC,27884,M,N,43500,6.645105,0,0
Tracey,Vetland,605,131-1406,IPSWICH,SD,57451,S,Y,8500,0,0,0
Hongbing,Ionescu,406,152-1593,ISMAY,MT,59336,S,Y,86500,6.9,1900,1900
Shizuo,Kaki,573,173-1213,UTICA,MO,64686,S,Y,76500,6,2100,1200
Elliot,Velasevic,870,102-1267,HAZEN,AR,72064,S,N,83500,7,20,0
Paicheng,Bordogna,304,140-1360,ISABAN,WV,24846,S,N,55500,6.1850004,2000,0
Jef,Kwatra,803,105-1356,HILTON HEAD ISLAND,SC,29926,M,Y,65000,7,0,3300
Kumiyo,Prodrodmidis,715,196-1884,MONROE-typoNORTH FORT MYERS,NV,53566,S,Y,43000,5.193535,700,400
Kousha,Leverett,971,187-1260,VALE,OR,97918,S,N,22000,9,159,0
Stefano,Degtyarev,701,138-1162,BEULAH,ND,58523,S,Y,52500,2.364303,3300,3300
Kenta,Luger,203,191-1699,NEW BRITAIN,CT,6052,S,Y,21000,5,12750,0
Kohei,Hatcher,828,197-1403,BADIN,NC,28009,S,Y,50500,6.791958,3300,3300
Uming,Potorti,715,103-1848,PLAIN,WI,53577,S,Y,78500,5.8103523,700,400
Jie,Miksik,253,123-1270,BAY CENTER,WA,98527,M,Y,35500,0,0,0
Akemi,Tontiwachwuthikul,910,175-1123,CHARLOTTE,NC,28211,M,N,1500,6,0,0
Iraj,Naslund,920,193-1173,EMBARRASS,WI,54933,M,Y,56500,5.428099,0,400
Tinku,Galbavy,509,185-2046,CHEHALIS,WA,98532,S,Y,86000,0,0,0
Masakazu,Krupka,862,165-1869,TRENTON,NJ,8690,S,Y,57500,1.9914062,1000,1500
Byong,Pelz,970,197-1230,SAN LUIS,CO,81152,M,N,4500,4.63,0,0
Gianpaolo,Sebastio,301,156-1934,ROCKVILLE,MD,20849,S,N,38500,4.75,2400,0
Jihie,Lally,802,163-2013,BARNET,VT,5821,M,Y,71000,4.4177036,0,3300
Chengfeng,Xiaowen,509,114-1397,COWICHE,WA,98923,S,N,76000,0,0,0
Rosli,Piloty,562,148-1462,BIG PINE,CA,93513,M,Y,25000,5.410157,0,272
Krste,Bearman,719,144-1050,DENVER,CO,80238,S,Y,16000,4.63,0,0
Bryant,Whang,267,135-1375,HAZLETON,PA,18202,S,Y,69000,3.07,0,0
Moon,Noro,302,158-1742,MILTON,DE,19968,M,N,94500,5.95,0,0
Jyrki,Akiyama,720,136-1320,DENVER,CO,80238,S,Y,39000,4.63,0,0
Yibin,Tamm,352,140-1935,BOYNTON BEACH,FL,33472,M,Y,68500,0,0,0
Martins,Kriebel,781,128-1605,SHELDONVILLE,MA,2070,S,N,29000,5.3,3575,0
Freeman,Grunsky,410,134-1511,ALMONT,GA,20918,S,N,25500,4.75,2400,0
Alfonso,Quinqueton,580,148-1844,PANAMA,OK,74951,S,Y,99000,6.25,1000,1000
Madeline,Lanet,939,113-1106,SAN JUAN,PR,936,S,N,15000,0,0,0
Shaoying,Rifa,702,132-1204,CRESCENT VALLEY,NV,89821,S,N,79000,0,0,0
Joey,Srivastava,225,105-2066,LEESVILLE,LA,71446,S,Y,54500,6,4500,1000
Xiaomin,Bensaou,605,159-1489,MANDERSON,SD,57756,S,N,37000,0,0,0
Subarna,Talwar,603,136-1113,CENTER BARNSTEAD,NH,3225,M,N,73500,0,0,0
Kentaru,Mottet,605,144-1312,LAKE CITY,SD,57247,S,N,29500,0,0,0
Keven,Bauget,256,147-1671,MARBURY,AL,36051,S,N,1000,2.6,1500,0
Seshashayee,Chevalier,769,120-1160,TUTWILER,MS,38963,S,Y,85000,5,6000,1500
Charalampos,Bruni,484,156-1412,CHINCHILLA,PA,18410,M,Y,12500,3.07,0,0
Henke,Dave,213,128-1034,LOS ANGELES,CA,90083,S,N,67500,9.3,87,0
Raquel,Benkahla,603,145-2061,ACWORTH-typoHARTMAN,IA,3601,M,N,32000,0,0,0
Kyung,Klimesch,302,144-1906,HARRINGTON,DE,19952,M,Y,24000,3.4954545,0,110
Motoei,DasSarma,641,122-1445,CLINTON,IA,52733,S,N,55000,8.65488,40,0
Syuichi,Senouci,302,195-1298,NEWARK,DE,19718,S,Y,10500,2.575,110,110
Gail,Jostes,816,160-1902,ARMSTRONG-typoALMONT,MO-typoMI,65230,S,Y,57000,6,2100,1200
Changsheng,Dillet,907,171-1610,BARROW,AK,99723,S,N,35000,0,0,0
Xiaoxin,Baransky,843,144-1772,FINGERVILLE-typoALMONT,SC-typoMI,29338,S,Y,68000,7,3300,3300
Hairong,Camurati,308,132-1418,OMAHA,NE,68116,M,N,79500,6.84,0,0
Elwyn,Plantinga,970,148-1100,POWDERHORN,CO,81243,M,N,43500,4.63,0,0
Asit,Phoa,870,172-1024,STEPHENS,AR,71764,M,Y,18500,4.609657,0,20
Jianxi,Kossowski,769,187-1326,BELZONI,MS,39038,M,N,56500,5,0,0
Matteo,Lecordix,614,166-1865,CINCINNATI,OH,45273,S,Y,60500,2.5543156,1300,1300
Prabuddha,Marchok,620,171-1845,LAKIN,KS,67860,S,N,74500,6.45,2250,0
Irini,Arroyo,208,172-1161,ARIMO,ID,83214,M,N,43000,7.8,0,0
Benno,Sherrell,701,139-2046,WAHPETON,ND,58074,S,Y,41500,2.2367885,3300,3300
Nikolaus,Kesselman,724,144-1209,HADLEY,PA,16130,M,Y,96000,3.07,0,0
Dimitrios,Saward,208,100-1566,VICTOR,ID,83455,S,N,36000,7.8,3300,0
Yashodara,Junker,308,198-1849,SAINT LIBORY,NE,68872,S,Y,97500,6.84,103,103
Sajid,Blom,325,154-1513,FORSAN,TX,79733,M,N,64000,0,0,0
Sekhar,Sabadini,317,163-1540,ROLLING PRAIRIE-typoLA VETA,WV,46371,S,N,18000,3.4,1000,0
Reidar,Loewenstein,501,100-1887,CHEROKEE VILLAGE,AR,72525,M,N,50500,7,0,0
Yakov,Slosberg,908,146-1076,ATLANTIC CITY,NJ,8404,M,Y,49000,1.8573542,0,1500
Tanja,Trenkov,516,145-1021,CENTERVILLE,NY,14029,M,N,36500,4.1650915,0,0
Ovidiu,Chaturvedi,478,104-1652,JESUP,GA,31599,M,Y,95000,6,0,3000
Najmi,Lakoumentas,405,171-1641,POCOLA,OK,74902,S,N,28000,6.25,1000,0
Moonwook,Zonno,914,115-1730,BRONX,NY,10461,M,N,13500,4.03186,0,0
Michelle,Marletta,304,121-2087,INSTITUTE,WV,25112,M,N,28500,4.295,0,0
Trudi,Bearman,339,195-1117,WORCESTER,MA,1604,S,Y,16500,5.3,3575,1000
Kuchibhotla,Schiefer,702,134-1899,RENO,NV,89515,M,N,12000,0,0,0
Tua,Symes,661,152-1158,PACIFIC GROVE,CA,93950,S,Y,69000,9.3,87,272
Prabhaker,Rubsam,870,161-1132,CRAWFORDSVILLE,AR,72327,M,N,72000,7,0,0
Tejo,Scarborough,203,119-1543,BOTSFORD,CT,6404,M,N,75000,5,0,0
Manuela,Chander,636,111-1647,CLARKTON,MO,63837,S,N,28500,6,2100,0
Balkrishna,Affane,320,156-1919,ADOLPH,MN,55701,S,N,77500,7.85,3300,0
Otmane,Dingle,878,116-1196,CAMP HILL,PA,17001,M,Y,68000,3.07,0,0
Devesh,Nuseibeh,863,113-1894,LAKE WORTH,FL,33461,S,N,33500,0,0,0
Johny,Blaine,301,178-1837,CHARLESTOWN,MD,21914,M,Y,97000,4.75,0,2400
Rimli,Oksanen,318,143-1991,LAFAYETTE,LA,70504,M,Y,21000,4.7200003,0,1000
Xinhau,Vasanthakumar,479,190-2099,MURFREESBORO,AR,71958,S,N,94500,7,20,0
Donald,Benecke,208,141-1437,TERRETON,ID,83450,M,Y,72000,7.8,0,3300
Takaharu,Minei,907,115-1624,STEVENS VILLAGE,AK,99774,M,Y,20500,0,0,0
Garimella,Poulakidas,618,178-1610,FLOSSMOOR-typoALMONT,IL-typoGA,60422,M,N,83000,3,0,0
Belinda,Sadanandan,503,188-1927,ASHLAND,OR,97520,S,N,49500,9,159,0
Bashar,Fleischanderl,402,160-1708,WAUSA,NE,68786,M,Y,97500,6.84,0,103
Augustin,Leeser,316,185-1863,KENDALL,KS,67857,M,N,69500,6.45,0,0
Chienwen,Roantree,402,147-1161,SUMNER,NE,68878,S,Y,10500,3.9985063,103,103
Shalhav,Bensaou,541,167-1721,PORTLAND,OR,97251,M,N,92500,9,0,0
Donglai,Shumilov,435,196-1795,GREENVILLE,UT,84731,S,Y,11000,7,2475,2475
Dafna,Aumann,775,192-1092,HENDERSON,NV,89012,M,N,16500,0,0,0
Johanna,Skandalis,401,101-1816,WEST KINGSTON,RI,2892,M,Y,63500,0,0,0
Brigid,Turkedjiev,480,144-1985,PHOENIX,AZ,85044,S,N,68500,3.7767498,2100,0
Jochen,Dedood,702,164-2022,THE LAKES,NV,89163,S,N,37000,0,0,0
Atsushi,Messmer,302,167-1570,WILMINGTON,DE,19807,S,N,62000,5.95,110,0
Didar,Guinther,804,191-1954,WHITEWOOD,VA,24657,S,N,31500,5.75,900,0
Thirumalai,Matthijssen,248,170-1828,AUBURN,MI,48611,M,Y,11000,3.9,0,3100
Sokratis,Ciampi,973,190-1108,CAMDEN,NJ,8101,S,N,90000,2.5039582,1000,0
Wesley,Snelling,208,115-1161,KING HILL,ID,83633,M,N,22500,7.6580653,0,0
Merrick,Lewandowski,248,174-1686,HESPERIA,MI,49421,S,N,93000,3.9,3100,0
Masayo,Huthnance,661,168-1235,EL CAJON,CA,92021,M,Y,20000,4.2297716,0,272
Janathan,Mastrobuoni,720,146-1202,COWDREY,CO,80434,M,Y,82000,4.63,0,0
Shao,Osterweil,405,124-1780,LAHOMA-typoALMONT,OK-typoNV,73754,S,Y,16500,6.25,1000,1000
Dongsu,Geske,404,120-1162,ATLANTA,GA,30332,S,Y,30500,6,2700,3000
Leysia,Eldridge,316,116-1731,GENESEO,KS,67444,S,N,12000,3.5,2250,0
Yingsha,Boizumault,918,197-1248,LEFLORE,OK,74942,S,Y,77000,6.25,1000,1000
Luc,Karlapalem,563,153-1117,LA VETA,IA-typoGA,51550,M,Y,66500,8.98,0,40
Derwent,Skeie,808,112-1816,HONOLULU,HI,96843,M,Y,81500,8.25,0,1040
Tiiu,Hempstead,401,128-1868,PEACE DALE,RI,2883,S,Y,11000,0,0,0
Shiou,Maierhofer,229,138-1214,AUSTELL,GA,30168,M,Y,9500,6,0,3000
Ra'ed,Berstel,702,135-1702,LAS VEGAS,NV,89124,S,N,87000,0,0,0
Jordan,Netravali,425,121-1924,ELMA,WA,98541,M,N,68500,0,0,0
Xianfeng,Strandh,787,191-1125,SAN JUAN,PR,901,S,Y,34000,0,0,0
Sadali,Coates,443,125-1308,SHARPTOWN,MD,21861,M,N,25500,4.75,0,0
Qinru,Neidhardt,502,143-1580,SALEM,KY,42078,S,Y,2000,2,20,20
Shafi,Kropp,347,149-1113,ALMONT,NY-typoMI,12978,S,Y,89500,4.4721036,0,1000
Josina,Kreutzer,321,179-1103,REDDICK,FL,32686,M,Y,73000,0,0,0
Mizuho,Cosica,717,114-1466,SCRANTON,PA,18504,M,N,54500,3.07,0,0
Aamod,Comparot,989,121-2084,SANFORD,MI,48657,M,Y,47500,3.9,0,3100
Enno,Rall,802,143-1946,BETHEL,VT,5032,S,N,86000,4.7161355,3300,0
Guohong,Benjauthrit,507,150-1000,HARTMAN,WV,55710,S,Y,2500,5.35,3300,3300
Rachael,Hambrusch,406,140-1961,JUDITH GAP,MT,59453,M,Y,34000,6.9,0,1900
Sayed,Raoult,919,114-2012,WALNUT COVE,NC,27052,M,Y,88500,7.589161,0,3300
Kriengkrai,Duran,559,101-1529,NAPA,CA,94559,S,N,57500,9.3,87,0
Yasutaka,Messing,802,189-1575,ALMONT,VT-typoMI,5344,S,N,75500,4.507233,3300,0
Smaragda,Guckenheimer,606,172-1510,WEST LOUISVILLE,KY,42377,M,N,90000,6,0,0
Xuemin,Cridlig,802,145-1116,BENNINGTON,VT,5201,M,Y,32000,3.6417804,0,3300
Shailendra,Wohed,541,113-1317,PORT ORFORD,OR,97465,M,N,24000,9,0,0
Kemal,Bartley,802,101-1248,MARSHFIELD,VT,5658,M,N,47500,3.95016,0,0
Werasak,Casson,580,196-1884,PERKINS,OK,74059,M,N,49000,6.25,0,0
Ratilal,Junnemann,603,109-1102,EAST WAKEFIELD,NH,3830,S,Y,6000,0,0,0
Bei,Hogstedt,605,146-1100,BLACK HAWK,SD,57718,M,N,90500,0,0,0
Kristinn,Zfira,740,120-1708,HELENA,OH,43435,S,Y,19500,1.1933256,1300,1300
Share,Biryukow,970,135-1961,BLANCA,CO,81123,S,N,81000,4.63,0,0
Raz,Fleet,608,185-1310,THREE LAKES-typoNORTH FORT MYERS,WI-typoCT,54562,S,Y,44500,5.2195973,700,400
Naim,Gutman,502,197-1833,EMERSON,KY,41135,M,Y,74500,5.9722223,0,20
Sanza,Majerski,479,143-1496,OARK,AR,72852,M,Y,56500,7,0,20
Prabal,McQuire,920,161-1325,POTOSI,WI,53820,M,N,16500,4.7330933,0,0
Peeter,Unland,803,154-1688,MC COLL,SC,29570,M,Y,15000,7,0,3300
Irek,Serafimovski,701,156-1775,MANVEL,ND,58256,S,N,85500,2.7468474,3300,0
Lanfranco,Bitter,574,183-1891,REYNOLDS,IN,47980,M,N,100000,3.4,0,0
Johanan,Deen,541,134-1952,ECHO,OR,97826,M,Y,63500,9,0,159
Shimeng,Araki,920,130-1089,NEENAH,WI,54957,M,N,18000,4.759156,0,0
Tapani,Birsak,864,104-1884,RUFFIN,SC,29475,M,N,68000,7,0,0
Glyn,Rychly,810,134-1074,HUDSONVILLE,MI,49426,S,Y,64000,3.9,3100,3100
Joan,Gilhooly,772,164-1389,GRACEVILLE,FL,32440,S,N,49000,0,0,0
Munehiko,Losch,310,144-1443,SAN JOSE,CA,95160,M,N,43500,9.3,0,0
Hao,Iisaka,971,129-1738,SWEET HOME,OR,97386,M,N,19500,9,0,0
Vishwa,Georgakopoulos,907,189-2007,EGEGIK,AK,99579,S,N,57500,0,0,0
Onat,Bergere,513,147-1859,FRANKFORT,OH,45628,S,Y,31500,1.5916642,1300,1300
Rajamani,Arlabosse,816,189-1232,FARLEY,MO,64028,M,Y,1000,1.5,0,1200
Weigang,Mandoiu,907,155-1749,HYDABURG,AK,99922,S,N,24500,0,0,0
Rodnay,Stylianou,920,115-1066,RACINE,WI,53406,S,Y,47000,5.2630353,700,400
Duvvuru,Klippgen,505,158-1849,TRAMPAS,NM,87576,M,N,71500,5.3,0,0
Raimar,Kesavan,479,195-1701,CENTER RIDGE,AR,72027,M,Y,15500,3.892554,0,20
Sunder,Kavi,928,196-2049,PHOENIX,AZ,85018,S,N,94500,4.17975,2100,0
Ikuko,Shankland,308,126-1116,LONG PINE,NE,69217,M,N,92000,6.84,0,0
Madhavan,Pikalev,870,196-1239,MAGNESS,AR,72553,S,N,23500,5.8048286,20,0
Gene,Ramaswamy,980,121-1860,TILLERY,NC,27887,S,Y,94000,7.7045455,3300,3300
Vijayan,Sufrin,573,124-1733,CENTER-typoMADISON LAKE,MO-typoGA,63436,S,N,29000,6,2100,0
Bonghee,Kaminka,706,134-1891,OGLETHORPE,GA,31068,S,Y,57000,6,2700,3000
Annita,Kuriyan,228,133-1995,MAGNOLIA,MS,39652,S,N,67000,5,6000,0
Koti,Hammainen,301,149-1205,WINGATE-typoALMONT,MD-typoNV,21675,S,Y,19500,4.75,2400,2400
Sebastiaan,Mitkov,312,157-1473,STRASBURG,IL,62465,S,Y,82500,3,2000,2000
Shigenori,Gradenigo,276,159-1452,MIDDLETOWN,VA,22645,M,N,39500,5.75,0,0
Karsten,Ravishankar,701,176-1621,STIRUM,ND,58069,M,N,76500,2.642517,0,0
Hyeokman,Rebbapragada,405,146-1742,PERKINS,OK,74059,M,N,87000,6.25,0,0
Hana,Chandra,402,145-1458,WILBER,NE,68465,S,Y,36500,6.84,103,103
Shane,Ramseyer,801,199-1342,ANTIMONY,UT,84712,S,Y,40500,7,2475,2475
Giorgio,Steihaug,563,148-1318,RUSSELL,IA,50238,S,N,15000,2.479763,40,0
Jangsu,Suchak,603,179-1619,HANOVER,NH,3755,S,Y,93500,0,0,0
Nurith,Cristoforetti,715,134-1343,BRANTWOOD,WI,54513,S,Y,94500,6.0883546,700,400
Umpei,Kadota,406,199-1661,MISSOULA,MT,59803,M,Y,44000,6.9,0,1900
Tzvetan,Schaap,270,134-1841,UTICA,KY,42376,S,N,76000,6,20,0
Dhiraj,Pell,317,191-1903,NORTH FORT MYERS,NV,47137,M,Y,23500,3.4,0,1000
Joonsoo,Tanishita,402,121-1446,PONCA,NE,68770,M,N,57000,6.84,0,0
Meliu,Mallette,515,124-1856,OELWEIN,IA,50662,M,N,1500,0.39566132,0,0
Tsuguo,Mazenc,616,128-1372,INDIAN RIVER,MI,49749,M,N,36500,3.9,0,0
Aniorte,Reggio,406,151-1915,ENNIS,MT,59729,M,N,4000,1.8646553,0,0
Jessie,Wode,304,160-1737,CHARLESTON,WV,25315,M,Y,500,3,0,2000
Jolly,Donath,808,156-1168,HAUULA,HI,96717,S,Y,61000,8.25,1040,1040
Weicheng,Vetterli,612,142-1999,MAPLE PLAIN,MN,55393,S,N,82500,7.85,3300,0
Kothuri,Mikhajlov,801,196-1345,BLUFF,UT,84512,M,N,49500,7,0,0
Bader,Miczo,207,158-1172,LEWISTON,ME,4241,S,N,47000,8.5,2850,0
Avraham,Gulliver,319,117-1537,DES MOINES,IA,50360,M,N,72500,8.98,0,0
Fetima,Beliaeva,208,185-1206,MAY,ID,83253,M,Y,54000,7.8,0,3300
Yuiko,Pelechano,218,132-1689,WADENA,MN,56482,M,Y,38000,6.2832975,0,3300
Eunsook,Nunn,901,139-1011,KNOXVILLE,TN,37995,M,Y,53500,0,0,0
Anirvan,Giraffa,864,119-1331,COLUMBIA,SC,29208,S,Y,39000,7,3300,3300
Ugis,Haudot,304,175-1462,EAST BANK,WV,25067,S,Y,17500,3.525,2000,2000
Vijay,Piola,225,168-1634,NATALBANY,LA,70451,M,Y,7000,2,0,1000
Takehiro,Dee,501,186-1644,HOT SPRINGS NATIONAL PARK,AR,71901,M,N,80500,7,0,0
Youfang,Geske,240,130-1591,RIDGELY,MD,21687,S,N,66000,4.75,2400,0
Arco,Sigal,302,192-1904,WILMINGTON,DE,19807,S,N,65000,5.95,110,0
Mihaela,Tredennick,808,118-1653,HONOLULU,HI,96810,M,Y,92500,8.25,0,1040
Toshiki,Wiering,401,107-1813,FORESTDALE,RI,2824,S,Y,37000,0,0,0
Rajjan,Tripakis,203,166-1572,BOZRAH,CT,6334,M,N,36000,5,0,0
Cris,Flege,860,145-1933,STAMFORD,CT,6911,S,Y,32000,5,12750,0
Eilon,State,808,114-1670,WAILUKU,HI,96793,S,Y,78000,8.25,1040,1040
Bai,Larus,937,196-1697,ROOTSTOWN,OH,44272,S,N,26000,1.4090923,1300,0
Tadakazu,Castellanos,870,184-1088,HOT SPRINGS NATIONAL PARK,AR,71951,S,N,70500,7,20,0
Meiyappan,Tillich,425,180-1899,HAMILTON,WA,98255,M,Y,53500,0,0,0
Husni,Siddall,320,118-1649,STEEN,MN,56173,S,Y,52000,7.0303626,3300,3300
Lih,Lipinski,740,196-1027,KENT,OH,44242,M,N,47500,2.1227822,0,0
Muffy,Lejter,603,177-1132,ALTON,NH,3809,S,N,6000,0,0,0
Leland,Crouzet,860,115-1480,HARTFORD,CT,6154,M,Y,54000,5,0,0
Hanna,Sackman,207,178-1330,FORT KENT,ME,4743,M,Y,92500,8.5,0,2850
Shaunak,Bojadziev,808,162-1324,HAWAII NATIONAL PARK,HI,96718,M,Y,33500,7.0782895,0,1040
Chandrashekar,Ehara,304,121-1297,HUNTINGTON,WV,25778,S,N,19000,3.63,2000,0
Toshiyuki,Ouhyoung,336,179-1235,CHARLOTTE,NC,28258,M,Y,69500,7.1905594,0,3300
Shayne,Repeko,850,131-1809,FORT PIERCE,FL,34982,S,Y,92500,0,0,0
Jinpo,Daskalopulu,865,154-2016,HARTMAN,WV,38236,S,N,36500,0,0,0
Erry,Uyttendaele,717,187-1844,KELTON,PA,19346,S,N,12500,3.07,0,0
Toshihide,Canulette,563,149-1744,SCARVILLE,IA,50473,M,Y,92500,8.98,0,40
Wojciech,Sanetoh,406,178-1711,MADISON LAKE,WV,59875,S,Y,68000,6.9,1900,1900
Emilian,Staab,773,198-1445,CHICAGO,IL,60661,S,Y,31500,3,2000,2000
Darwyn,Bod,503,153-1759,SAINT HELENS-typoHARTMAN,NV,97051,M,N,60500,9,0,0
Uptal,Thistlewaite,406,172-1220,RAMSAY,MT,59748,M,N,36500,6.9,0,0
Jianying,Parodi,678,131-1661,MACON,GA,31216,M,N,55000,6,0,0
Markian,McNaught,901,137-1616,CHATTANOOGA,TN,37410,M,N,71000,0,0,0
Krishnan,Serlin,414,181-1643,BOYD,WI,54726,M,N,1500,4.6,0,0
Meyer,Gawecki,336,140-2004,CLAYTON,NC,27528,S,N,21500,6.1835666,3300,0
Jared,Schamp,260,173-1817,GWYNNEVILLE,IN,46144,S,N,43000,3.4,1000,0
Blake,Futatsugi,703,199-1394,SMITHFIELD,VA,23430,S,Y,86000,5.75,900,900
Piriya,Ikei,206,189-1362,KEYPORT,WA,98345,M,N,7500,0,0,0
Jui,Backelin,307,194-1538,ALMONT,WY-typoGA,83014,S,N,68000,0,0,0
Vidyadhar,Heijst,870,178-1762,PINE BLUFF,AR,71613,S,Y,56000,7,20,20
Seraphin,Rovere,206,122-1909,REDONDO,WA,98054,S,N,58000,0,0,0
Birol,Nauman,610,168-1609,GRAYSVILLE,PA,15337,S,Y,69000,3.07,0,0
Besma,Boddy,573,135-1248,LEADWOOD,MO,63653,S,N,81500,6,2100,0
Djoerd,Losch,971,106-2091,PORTLAND,OR,97216,M,Y,59000,9,0,159
Marnix,Genssler,918,197-1249,YUKON,OK,73099,S,N,25000,6.25,1000,0
Hannes,Roussinov,307,169-1598,GRANGER,WY,82934,M,N,48500,0,0,0
Chiemi,Faulk,610,145-1334,BECHTELSVILLE,PA,19505,M,N,15000,3.07,0,0
Uffe,Friesen,505,106-1826,LAMY,NM,87540,S,N,91500,5.3,3300,0
Eiichi,Kubela,505,188-1262,SANTA FE,NM,87503,M,N,99500,5.3,0,0
Fionn,Oxman,802,105-1277,ADAMANT,VT,5640,M,N,58000,4.1590624,0,0
Toneluh,Rousskov,773,193-1929,PETERSBURG,IL,62675,S,N,59500,3,2000,0
Sarangan,Lanka,808,157-1734,HONOLULU,HI,96830,S,Y,74500,8.25,1040,1040
Debbie,Silva,304,153-1543,BEVERLY,WV,26253,S,N,4500,3,2000,0
Sanjiv,Charlesworth,620,123-1373,HOME,KS,66438,M,N,22000,4.8766665,0,0
Aluzio,Parkin,401,105-1082,HOPKINTON,RI,2833,M,N,14000,0,0,0
Gwoboa,Pinzani,513,170-1747,BROOKFIELD,OH,44403,M,Y,26000,1.4090923,0,1300
Avigdor,Lalanne,318,181-1691,MARINGOUIN,LA,70757,S,N,7500,2,4500,0
Femke,Fraisse,507,104-1805,HENDERSON,MN,56044,S,Y,89000,7.85,3300,3300
Srilatha,Poulsen,203,116-1192,NEW HAVEN,CT,6501,S,N,88000,5,12750,0
Subbu,Lynn,269,131-1402,LINCOLN PARK,MI,48146,M,Y,27500,3.9,0,3100
Agostino,Olien,256,130-1382,ATHENS,AL,35613,S,Y,72000,5,1500,300
Ashfaq,Baez,234,165-1631,BRECKSVILLE,OH,44141,M,N,81500,3.2514076,0,0
Zamir,Chandramouli,570,169-1783,OIL CITY,PA,16301,S,Y,52500,3.07,0,0
Kuhanandha,Braberman,440,150-1112,VALLEY CITY,OH,44280,S,N,87500,3.4505768,1300,0
Dipen,Menczer,203,158-1548,DANBURY,CT,6816,S,N,79500,5,12750,0
Peigen,Elliman,952,118-2084,HOPE,MN,56046,M,N,63500,7.6440234,0,0
Jasminko,Schurmann,320,119-1488,ARCO,MN,56113,S,Y,68500,7.85,3300,3300
Hyungjeong,Giroux,701,141-1249,SHEYENNE,ND,58374,S,Y,28000,2.1,3300,3300
Manoel,D'Hooge,301,139-1545,BALTIMORE,MD,21203,S,N,90000,4.75,2400,0
Clement,Bedell,253,103-1304,SILVER CREEK,WA,98585,S,Y,31000,0,0,0
Gian,Zercher,207,143-2011,WEST NEWFIELD,ME,4095,M,N,20500,8.5,0,0
Hidehisa,Ducasse,808,143-1918,ELEELE,HI,96705,S,Y,28000,6.086842,1040,1040
Hanafy,Olien,208,182-1412,LENORE,ID,83541,M,N,65500,7.8,0,0
Dulcineia,Pericliev,240,159-1752,HAGERSTOWN-typoMADISON LAKE,MD-typoCT,21747,S,Y,1000,2,2400,2400
Rajashekar,Dessi,479,115-1385,LAWSON,AR,71750,S,Y,79500,7,20,20
Ives,Chitil,336,197-1123,CHARLOTTE,NC,28208,S,N,86000,7.5367136,3300,0
Saniya,Coney,410,102-1787,HANCOCK,MD,21750,M,Y,31500,4.75,0,2400
Sydney,Mutch,573,162-1818,KANSAS CITY,MO,64130,M,Y,15500,6,0,1200
Elsa,Mikschl,859,197-2006,CROCKETT,KY,41413,M,Y,24000,3.1666665,0,20
Rafail,Slosberg,603,157-1770,MANCHESTER,NH,3103,S,Y,99500,0,0,0
Rodnay,Guckenheimer,910,161-1583,BURLINGTON,NC,27220,S,Y,91500,7.6520977,3300,3300
Lissa,Puhalskii,337,117-1525,DUBACH,LA,71235,M,N,79000,6,0,0
Atro,Isern,432,187-1654,KILGORE,TX,75662,M,N,10500,0,0,0
Marcian,Pinotti,401,175-1560,BARRINGTON,RI,2806,M,Y,31500,0,0,0
Jihong,Mitchem,541,174-1062,NORTH FORT MYERS,IA,97217,M,N,59500,9,0,0
Hitoshi,D'Hondt,404,176-1484,ACWORTH,GA,30101,S,Y,54500,6,2700,3000
Norival,Poggio,240,150-1554,HANCOCK,MD,21750,S,Y,86000,4.75,2400,2400
Tiejun,Schell,971,193-1525,SALEM,OR,97303,M,N,85000,9,0,0
Brent,Raebel,641,186-1946,BRADFORD,IA,50041,S,N,47000,7.4198565,40,0
Aylmer,Hatcher,603,152-1603,LITCHFIELD,NH,3052,S,Y,87500,0,0,0
Amol,Marjeta,303,196-1114,SNOWMASS VILLAGE,CO,81615,M,N,37000,4.63,0,0
