FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,RateDOUBLE,SingleExemp,ChildExemp
Yonathan,Khalil,971,165-1965,SAINT HELENS,OR,97051,M,N,63000,9,0,0
Markus,Gumb,941,116-1655,INDIAN LAKE ESTATES,FL,33855,M,Y,59500,0,0,0
Cornelious,Flinn,509,193-1184,LONG BEACH,WA,98631,M,Y,55000,0,0,0
Nissim,Popp,939,148-2002,SAN GERMAN,PR,683,S,N,19000,0,0,0
Fox,Sevcikova,360,196-1183,BELLEVUE,WA,98005,M,Y,30500,0,0,0
Duvvuru,Haznedar,918,153-1804,NOWATA,OK,74048,M,Y,55500,6.25,0,1000
Filipe,Cheriton,808,143-1129,M C B H KANEOHE BAY,HI,96863,M,N,34500,7.2585526,0,0
Keijiro,Swick,704,136-1654,ELIZABETH CITY,NC,27907,S,N,23000,6.215035,3300,0
Jihong,Fullerton,914,177-1315,KATONAH,NY,10536,M,Y,20500,4.0724087,0,1000
Justinian,Delzanno,307,159-1344,MOUNTAIN VIEW,WY,82939,M,Y,20500,0,0,0
Cathryn,Bullock,301,163-1201,OWINGS,MD,20736,M,N,21500,4.75,0,0
Mitsugu,Aho,865,143-1661,MEMPHIS,TN,38147,M,Y,76500,0,0,0
Jouni,Shimotsuji,573,180-1401,ROCK PORT,MO,64482,S,N,98500,6,2100,0
Elise,Matthys,716,172-1876,JAY,NY,12941,S,Y,38000,4.1737804,0,1000
Ady,Ramanna,402,107-1680,WOLBACH-typoNORTH FORT MYERS,NE-typoWV,68882,S,Y,90000,6.84,103,103
Liesbeth,Kaminka,505,167-1386,CAUSEY,NM,88113,S,Y,26000,5.3,3300,3300
Levan,Duwairi,307,138-1749,ALVA,WY,82711,M,N,78000,0,0,0
Sivakumar,Shackel,772,115-1041,FAIRFIELD,FL,32634,S,N,72000,0,0,0
Athanasios,Silla,507,187-1466,HOFFMAN,MN,56339,S,Y,14000,5.35,3300,3300
Hideaki,Brown,515,124-1202,GLENWOOD,IA,51534,M,Y,28000,4.486676,0,40
Sharon,Muelner,435,154-2078,OGDEN,UT,84415,S,N,84500,7,2475,0
Tianqing,Uppaluri,715,110-1163,HERBSTER,WI,54844,S,N,27500,4.92422,700,0
Hezhi,Padman,404,152-2064,WAYCROSS,GA,31502,M,N,71000,6,0,0
Jolita,Broscius,563,101-1255,PRIMGHAR,IA,51245,M,N,43000,6.802345,0,0
Lhouari,Cochrane,970,100-2070,GILCREST,CO,80623,S,Y,25500,4.63,0,0
Silke,Eyal,410,130-1473,HARTMAN,MD-typoCT,21075,S,N,44500,4.75,2400,0
Saeeiab,Leutenegger,808,140-1133,HONOMU,HI,96728,M,N,79500,8.25,0,0
Masaaki,Dou,615,114-1638,NORMANDY,TN,37360,S,N,47500,0,0,0
Kjeld,Iwanuma,260,153-1462,FALMOUTH-typoHARTMAN,IA,46127,M,N,19000,3.4,0,0
Anne,Boksenbaum,319,120-1287,PROLE,IA,50229,S,Y,62000,8.98,40,40
Liesbeth,Hancart,505,109-1285,LA MADERA,NM,87539,M,Y,59500,5.3,0,3300
Nariankadu,Dowden,503,157-1930,NEOTSU,OR,97364,S,N,78000,9,159,0
Shreekant,Varney,716,196-1709,SCHENECTADY,NY,12345,S,N,61500,4.3099084,0,0
Parviz,Strouf,775,140-1495,MESQUITE,NV,89034,M,N,37000,0,0,0
Jared,Drobnik,401,189-2001,FISKEVILLE,RI,2823,M,Y,31500,0,0,0
Motomichi,Dubhashi,808,114-1283,KALAHEO,HI,96741,S,Y,31500,6.7177634,1040,1040
Panayotis,Ramiller,229,165-1400,ATLANTA,GA,30361,S,Y,83500,6,2700,3000
Wiebren,Baransky,406,191-1216,NYE,MT,59061,S,N,97000,6.9,1900,0
Mandell,Mikou,304,198-1003,HOMETOWN,WV,25109,M,Y,87000,6.5,0,2000
Amancio,Reddy,605,105-1624,HOWES,SD,57748,M,N,20500,0,0,0
Peeter,Caprasse,401,154-2057,EXETER,RI,2822,M,N,85500,0,0,0
Kensyu,Golichowski,907,140-1595,SEWARD,AK,99664,S,Y,49500,0,0,0
Jaeun,Slobodova,870,199-1626,MARKED TREE,AR,72365,M,Y,44000,7,0,20
Shigeyoshi,Gove,803,196-1537,FORT LAWN,SC,29714,M,Y,53500,7,0,3300
Kyosun,Koshiba,716,171-1741,WEST CAMP,NY,12490,S,Y,10500,4.0144815,0,1000
Kimihiro,Inui,252,116-1975,BURLINGTON,NC,27220,M,N,99000,7.8094406,0,0
Gouhua,Carls,405,150-1042,ELGIN,OK,73538,S,N,21000,6.25,1000,0
Stevo,Reich,505,104-1842,TRUCHAS,NM,87578,M,Y,500,1.7,0,3300
Teruhiro,Balard,775,103-1367,PAHRUMP,NV,89061,S,N,86000,0,0,0
Elisabeth,Popp,202,159-1615,WASHINGTON,DC,20395,M,N,20000,6.75,0,0
Hongki,Virbel,808,151-1941,HONOLULU,HI,96822,M,N,86000,8.25,0,0
Wenqui,Benton,505,185-1284,HARTMAN,NM-typoGA,88340,M,Y,32500,5.3,0,3300
Nanning,Appelfeller,715,131-1360,ARKANSAW,WI,54721,M,N,67000,5.6105385,0,0
Kin,Newton,316,178-1724,SPEARVILLE,KS,67876,M,Y,79000,6.45,0,2250
Janalee,Backelin,770,173-1738,ATLANTA,GA,30385,S,N,7000,6,2700,0
Subhrajit,Kara,207,181-1054,WESLEY,ME,4686,M,N,45500,8.5,0,0
Grigore,Radecki,228,166-1423,OCEAN SPRINGS,MS,39564,S,Y,23000,5,6000,1500
Junsheng,Pitchumani,787,108-2063,CAROLINA,PR,988,M,Y,32000,0,0,0
Kukhamay,Wirl,731,184-1445,KNOXVILLE,TN,37912,M,N,4000,0,0,0
Sophia,Iivonen,907,100-1958,KENAI,AK,99611,S,N,5000,0,0,0
Pilar,Ramalho,769,189-1033,WATERFORD,MS,38685,S,Y,90000,5,6000,1500
Shiwa,Berbec,769,132-1837,PRESTON,MS,39354,M,Y,57500,5,0,1500
Luca,Deogun,503,150-1321,BEAVER-typoNORTH FORT MYERS,OR-typoIA,97108,S,Y,35500,9,159,159
Joann,Ade,901,150-1800,PURYEAR,TN,38251,M,N,50500,0,0,0
Daniel,Serizawa,570,104-1115,NORTH FORT MYERS,PA-typoWV,18634,M,N,95500,3.07,0,0
Buenaventura,Panwar,505,116-1355,TORREON,NM,87061,M,N,41500,5.3,0,0
Elvis,Leder,502,165-1646,FULTON,KY,42041,S,Y,28500,3.4166665,20,20
Atle,Luzi,337,196-1285,GHEENS,LA,70355,M,Y,65000,6,0,1000
Inderjit,Korjik,505,173-1567,SANTA CRUZ,NM,87567,M,Y,24000,5.3,0,3300
Evert,Ezeife,386,129-1026,CRESCENT CITY,FL,32112,M,Y,44000,0,0,0
Sander,Bell,828,190-1958,WILSON,NC,27896,M,N,94000,7.7045455,0,0
Xuemin,Schedl,570,109-2024,NORTH WASHINGTON,PA,16048,S,Y,500,3.07,0,0
Yasushi,Poulsen,907,162-1133,MEKORYUK,AK,99630,M,N,1000,0,0,0
Kasidit,Greco,302,170-1116,WILMINGTON,DE,19807,M,Y,30500,3.9386363,0,110
Van,Nute,269,199-1134,HARTLAND-typoNORTH FORT MYERS,MI-typoWV,48353,M,Y,43500,3.9,0,3100
Jody,Vaitis,612,100-1835,MINNEAPOLIS,MN,55479,S,Y,93500,7.85,3300,3300
Angelos,Weihrauch,608,129-1109,KENDALL,WI,54638,M,Y,23500,4.8547196,0,400
Kestutis,Xianchang,908,189-1582,TEANECK,NJ,7666,M,Y,18500,1.4,0,1500
Ataru,Tetongnon,516,112-1095,UNADILLA,NY,13849,S,Y,25500,4.101372,0,1000
Orli,Giacobazzi,319,190-1941,COLUMBUS CITY,IA,52737,M,Y,8000,1.3991178,0,40
Shinko,Oogane,908,118-1913,POMPTON LAKES,NJ,7442,S,Y,9000,1.4,1000,1500
Minesh,Weissberger,860,155-1315,STAMFORD,CT,6901,S,N,17500,5,12750,0
Huaxiong,Zajak,814,182-1056,HARTMAN,GA,19484,S,Y,87000,3.07,0,0
Azer,Hogan,618,159-1665,JOHNSTON CITY,IL,62951,M,Y,28500,3,0,2000
Kyu,Szymczak,603,174-1002,NEWTON,NH,3858,S,N,74000,0,0,0
Arndt,Dow,870,156-1469,HARRISON,AR,72601,M,N,61000,7,0,0
Melody,Ehrhard,406,187-1414,MEDICINE LAKE,MT,59247,S,N,12000,5.933621,1900,0
Yoad,Pleszkun,678,139-2076,WAYNESVILLE,GA,31566,M,N,2000,2,0,0
Darwyn,Narwekar,719,149-1030,GALETON,CO,80622,M,Y,7000,4.63,0,0
Clement,Emery,504,185-1943,WATSON,LA,70786,M,Y,69500,6,0,1000
Urs,Borufka,218,160-1722,DENT-typoALMONT,NV,56528,M,N,55500,7.217129,0,0
Edleno,Burnhill,918,143-1518,OKLAHOMA CITY,OK,73151,S,N,18000,6.25,1000,0
Kokou,Klingspor,269,186-1640,DECATUR,MI,49045,S,N,66000,3.9,3100,0
Wuxu,Steinbrunn,630,129-1203,SPRINGFIELD,IL,62704,S,Y,21000,3,2000,2000
Judy,Devlin,607,159-1874,STEPHENTOWN,NY,12169,M,Y,35000,4.1564026,0,1000
Sumitaka,Niblett,407,158-2015,CANAL POINT,FL,33439,M,Y,57000,0,0,0
Harpal,Grama,719,167-1918,BOONE,CO,81025,M,N,7500,4.63,0,0
Ramaswamy,Vincente,406,129-1640,GILDFORD-typoNORTH FORT MYERS,MT-typoGA,59525,S,N,16000,6.9,1900,0
Hongwei,Petereit,423,162-2003,ONEIDA,TN,37841,M,N,27000,0,0,0
Kevan,Kempkens,262,161-2016,BOWLER,WI,54416,M,N,2000,4.6,0,0
Harrie,Kleiser,415,152-1925,SAN BERNARDINO,CA,92423,M,N,31500,6.9446583,0,0
Panagiotis,Loncour,203,110-2031,NORWALK,CT,6859,S,N,21500,5,12750,0
Ruslan,Ilgun,443,153-1762,BETHESDA,MD,20894,M,Y,57500,4.75,0,2400
Minkai,Kameya,307,195-1850,MANVILLE,WY,82227,M,Y,83500,0,0,0
Olivier,Rajkumar,832,126-1938,WAXAHACHIE,TX,75168,M,N,50500,0,0,0
Leonardo,Wunderlin,351,176-1312,WHITINSVILLE,MA,1588,S,N,8500,5.3,3575,0
Ling,Seegmuller,601,151-1190,WALNUT GROVE,MS,39189,S,Y,18000,5,6000,1500
Loay,Nerson,267,193-1352,GLEN RIDDLE LIMA,PA,19037,M,Y,18000,3.07,0,0
Chanjung,Wursthorn,605,125-1169,LA VETA,NV,57793,M,N,49500,0,0,0
Mei,Sadaoui,479,147-1229,MONTICELLO-typoALMONT,GA,71657,M,Y,36000,7,0,20
Otmane,Gornas,708,152-1088,REDMON-typoMADISON LAKE,CT,61949,M,N,39500,3,0,0
Guoliang,Rohrbach,928,137-1600,PHOENIX,AZ,85024,M,Y,3500,2.87,0,2300
Hangju,Forslund,773,102-1504,NEW BERLIN,IL,62670,S,N,38500,3,2000,0
Renwei,Trogemann,859,186-1244,DWARF,KY,41739,M,Y,26500,3.3055556,0,20
Moritoshi,Matzke,303,169-1006,ASPEN,CO,81611,M,N,1500,4.63,0,0
Uday,Geerts,406,134-1398,ANACONDA,MT,59711,M,Y,1000,1,0,1900
Curt,Willinger,901,166-1791,KNOXVILLE,TN,37901,M,N,40500,0,0,0
Buenaventura,Mikki,320,192-1237,CUSHING,MN,56443,M,Y,9000,5.35,0,3300
Imari,Chvatal,801,166-1247,HYRUM,UT,84319,S,N,49000,7,2475,0
TakaHide,Poswig,870,190-1374,KINGSTON,AR,72742,M,Y,70500,7,0,20
Dhabaleswar,Geibel,203,157-1183,MERIDEN,CT,6451,S,N,54500,5,12750,0
Zhibiao,Eversberg,402,154-1780,OMAHA,NE,68180,M,Y,55500,6.84,0,103
Mongi,Kask,253,148-1267,NOOKSACK,WA,98276,S,N,67500,0,0,0
Subhashini,Beke,870,185-1715,MOUNT VERNON,AR,72111,S,Y,12000,3.055934,20,20
Gediminas,Gregg,325,132-1573,KILLEEN,TX,76541,M,Y,1500,0,0,0
Rongheng,Niland,541,171-1988,PRINEVILLE,OR,97754,M,Y,14500,9,0,159
Dulce,Xianchang,701,177-1822,REEDER,ND,58649,M,N,33500,2.1440504,0,0
Hian,Dollery,203,101-1204,CLINTON,CT,6413,S,N,81000,5,12750,0
Eivor,Zviran,603,108-1918,CANDIA,NH,3034,S,Y,83000,0,0,0
Volkmar,Rover,907,107-1588,TULUKSAK,AK,99679,M,N,19500,0,0,0
Cees,Schwederski,712,169-1976,LAKE MILLS,IA,50450,M,Y,36000,5.7216997,0,40
Yili,Sevcikova,701,183-1197,MANTADOR,ND,58058,M,N,69000,2.5555754,0,0
Elvia,Stornetta,917,164-1247,ALBANY,NY,12203,S,Y,21000,4.075305,0,1000
Ildiko,Ratan,256,197-1522,MOBILE,AL,36685,M,Y,78000,5,0,300
Yves,Getis,304,160-1859,GLASGOW,WV,25086,S,N,90000,6.5,2000,0
Koos,Thackray,803,131-1925,GREENVILLE,SC,29698,M,N,5000,3.563716,0,0
Paul,Bett,775,188-1002,ALAMO,NV,89001,S,Y,9500,0,0,0
Vaishnavi,Nooteboom,701,187-1925,CARTWRIGHT,ND,58838,M,N,83000,2.717867,0,0
Janina,Calingaert,860,111-1944,MERIDEN,CT,6451,M,Y,5500,3,0,0
Georg,Iisaka,201,110-1656,WAYNE,NJ,7470,M,N,40500,1.7233021,0,0
Arnulf,Meusel,505,156-1589,VELARDE,NM,87582,M,N,54000,5.3,0,0
Takamoto,Sugimura,562,154-1279,SAN FRANCISCO,CA,94155,M,Y,92500,9.3,0,272
Kimio,Holsheimer,435,178-1552,CLEARFIELD,UT,84016,S,Y,97000,7,2475,2475
Ilyong,Hooley,808,149-1472,HONOLULU,HI,96838,S,N,65000,8.25,1040,0
Wook,Unno,213,172-2039,PARADISE,CA,95967,S,Y,15500,3.1674244,87,272
Karni,Demir,857,193-2036,SOUTHAMPTON-typoHARTMAN,MA-typoGA,1073,M,N,58500,5.3,0,0
Theodore,Prata,571,179-1982,ROANOKE,VA,24003,M,N,56500,5.75,0,0
Yuejian,Leduc,336,120-1846,PINNACLE,NC,27043,M,N,59000,6.9702797,0,0
Xue,Laval,202,171-1849,WASHINGTON-typoMADISON LAKE,DC-typoIA,20055,M,Y,8000,4.5,0,1370
Zosimo,Adi,225,164-1971,SHREVEPORT,LA,71104,M,N,4000,2,0,0
Lynetta,Gutz,769,197-2022,MADISON,MS,39130,S,Y,16500,5,6000,1500
Taketoshi,Riha,435,107-2035,ELSINORE-typoHARTMAN,UT-typoCT,84724,M,N,20000,7,0,0
Alfonso,Batz,580,190-1199,ROLAND,OK,74954,S,N,61500,6.25,1000,0
Frits,Flandrena,860,119-1632,WOODSTOCK,CT,6281,S,N,42000,5,12750,0
Kieran,Ausserhofer,207,115-1321,PARIS,ME,4271,M,Y,52000,8.5,0,2850
Yingnan,Moshiri,909,117-1357,RED MOUNTAIN,CA,93558,S,Y,19000,3.993694,87,272
Bastiaan,Wadey,702,142-1768,RENO,NV,89504,S,Y,30500,0,0,0
Rossella,Vrain,769,186-1959,COFFEEVILLE-typoMADISON LAKE,MI,38922,M,N,60000,5,0,0
Rusti,Borgelt,816,131-1980,LA VETA,MI,63933,M,Y,36500,6,0,1200
Karim,Gopfrich,843,198-1879,EARLY BRANCH,SC,29916,M,N,21500,7,0,0
Amol,Salvadori,414,196-1949,LA CROSSE,WI,54603,M,N,52000,5.349911,0,0
Raghu,Mintchev,360,122-1783,REDMOND-typoMADISON LAKE,NV,98053,S,N,13000,0,0,0
Bruno,Cappi,501,121-1020,ENOLA,AR,72047,S,N,55500,7,20,0
Kasturi,Kirschenbaum,715,193-1888,STAR PRAIRIE,WI,54026,M,Y,36500,5.0805964,0,400
Ahmet,Goffin,443,124-1941,SAVAGE,MD,20763,M,Y,45000,4.75,0,2400
Filip,Nevatia,260,173-1375,NORTH FORT MYERS,IN-typoIA,46075,M,N,56500,3.4,0,0
Kyu,Schoning,318,122-1796,BURNSIDE,LA,70738,S,N,93500,6,4500,0
Mladen,Prunet,939,139-1024,YABUCOA,PR,767,S,Y,2500,0,0,0
Charlotte,Dolotta,808,178-2061,KEAAU,HI,96749,M,N,12500,3.292763,0,0
Shaowei,Sinitsyn,262,155-1285,IXONIA,WI,53036,S,Y,73000,5.714789,700,400
Premachandran,Bala,603,127-1641,NASHUA,NH,3062,M,Y,74000,0,0,0
Ayee,Mittasch,479,101-1698,SPRINGFIELD,AR,72157,S,Y,90500,7,20,20
Alistair,Adorni,815,116-1654,WOOD RIVER,IL,62095,M,N,59000,3,0,0
Goce,Collatz,541,177-1071,PORTLAND,OR,97201,M,N,23000,9,0,0
Cheeha,Anh,603,197-1940,MADISON LAKE,IA,3284,M,Y,64500,0,0,0
Karine,Karsai,848,192-2093,FLORENCE,NJ,8518,M,N,7000,1.4,0,0
Sonoko,Gaborit,615,107-1928,KNOXVILLE,TN,37938,S,Y,10500,0,0,0
Joop,Bayoumi,205,109-1835,TRENTON,AL,35774,S,N,27000,5,1500,0
Wilhelm,Kochevar,316,167-2003,HALSTEAD,KS,67056,S,N,47500,6.45,2250,0
Mujdat,Lapid,276,137-2018,ANDOVER,VA,24215,M,N,2000,2,0,0
Silvio,Sreekantaswamy,216,166-1683,NELSONVILLE,OH,45764,S,Y,22500,1.2929103,1300,1300
Willa,Nohmi,212,174-1425,DUANESBURG,NY,12056,M,Y,31500,4.136128,0,1000
Katarina,Konyala,864,188-1091,DUNCAN,SC,29391,S,N,74000,7,3300,0
Xiaohua,Loncour,785,132-1857,NEKOMA,KS,67559,M,N,99500,6.45,0,0
Lian,Ulman,939,156-1083,SAN JUAN,PR,923,S,Y,22000,0,0,0
Elvis,Villani,337,124-1240,DEVILLE,LA,71328,S,Y,5500,2,4500,1000
Orlando,Subbalakshmi,401,179-1242,NORTH SCITUATE,RI,2857,S,Y,57500,0,0,0
Fai,Sackman,202,141-1111,WASHINGTON,DC,20237,S,Y,21000,6.9750004,1370,1370
Tefko,Houssain,605,133-1732,WOONSOCKET,SD,57385,M,Y,37000,0,0,0
Ambros,Kaushik,701,197-1478,BALFOUR,ND,58712,M,Y,96500,2.8743622,0,3300
Aad,Nadig,787,141-1956,JAYUYA,PR,664,S,Y,24500,0,0,0
Alvin,Legleitner,802,162-1269,WILLISTON,VT,5495,S,Y,14500,3.6,3300,3300
Troy,Phan,239,190-1094,ALVA,FL,33920,M,Y,45000,0,0,0
Ekow,Worley,270,192-1769,ALMONT,KY-typoCT,40965,M,Y,92000,6,0,20
Naomichi,Depommier,702,199-1859,HENDERSON,NV,89077,M,N,30000,0,0,0
Sheryl,Olive,732,142-1859,NORTH BRUNSWICK,NJ,8902,M,N,97000,2.6143541,0,0
Emanuela,Gupta,808,199-1001,KURTISTOWN,HI,96760,M,N,36500,7.619079,0,0
Jack,Pina,787,149-1340,BAYAMON,PR,957,M,N,4000,0,0,0
Boalin,Casey,630,158-1901,RAYMOND,IL,62560,M,Y,36500,3,0,2000
Xiaogang,Bassiouni,360,120-1846,WHITE SWAN-typoALMONT,WA-typoMI,98952,S,N,82000,0,0,0
Anirvan,Wabbi,812,153-1710,FOUNTAINTOWN,IN,46130,M,Y,62000,3.4,0,1000
Akihisa,Fancong,724,191-1350,SHAWANESE,PA,18654,S,Y,89000,3.07,0,0
Batya,Guiu,270,112-1099,FRANKFORT,KY,40620,S,Y,32500,3.6388888,20,20
JoAnna,Hansmann,435,190-1052,MANTI,UT,84642,M,Y,77000,7,0,2475
Krzyszfof,Skandalis,501,110-1998,ARMOREL,AR,72310,S,N,23000,5.6853113,20,0
DeWLitt,Dollas,502,182-1246,MAJESTIC,KY,41547,M,N,78000,6,0,0
Sabyasachi,Guvenir,808,102-1941,CAMP H M SMITH,HI,96861,S,Y,95500,8.25,1040,1040
Chyuan,Nerson,207,171-1838,BRYANT POND,ME,4219,M,Y,86000,8.5,0,2850
Francine,Keen,502,195-2080,OWENSBORO,KY,42303,S,N,36000,3.8333335,20,0
Shuigeng,Thier,208,110-1758,MURRAY,ID,83874,M,Y,32500,7.8,0,3300
Sakke,Kusakabe,720,141-1054,MESA VERDE NATIONAL PARK,CO,81330,S,N,49500,4.63,0,0
Hongki,Anupam,307,103-1916,RALSTON,WY,82440,M,Y,96500,0,0,0
Doan,Scheffler,801,133-1048,AMERICAN FORK,UT,84003,S,Y,18500,7,2475,2475
Matthew,Lubiw,302,142-1847,WILMINGTON-typoHARTMAN,DE-typoWV,19805,M,Y,19500,3.1886363,0,110
Izak,Ianov,423,186-1279,NASHVILLE,TN,37204,M,N,97500,0,0,0
Phoebe,Massoumi,334,167-1969,FRUITDALE,AL,36539,S,Y,76000,5,1500,300
Gehad,Klaschka,619,133-1841,SACRAMENTO,CA,94268,S,N,36500,8.125044,87,0
Yuping,Dustdar,907,181-1396,NAKNEK,AK,99633,S,N,13500,0,0,0
Piere,Isshiki,317,104-1958,INDIANAPOLIS,IN,46221,M,Y,15000,3.4,0,1000
Debby,Calbrix,425,114-1971,TACOMA,WA,98424,S,N,42000,0,0,0
Evanthia,Sakauchi,601,130-1521,WAVELAND,MS,39576,S,N,18500,5,6000,0
Guang,Wirthlin,302,117-1769,WILMINGTON,DE,19887,M,Y,24500,3.5295453,0,110
Thoms,Dye,860,196-1488,HARTFORD,CT,6147,M,N,34000,5,0,0
Tamas,Choobineh,304,150-1546,DRY CREEK,WV,25062,S,N,43000,5.3100004,2000,0
Peing,Rafter,330,161-1276,SUMMITVILLE,OH,43962,M,Y,34000,1.6746514,0,1300
Khue,Brazakovic,602,152-1300,KINGMAN,AZ,86401,S,N,92000,4.141,2100,0
Naohiko,Balaji,828,112-1271,MADISON LAKE,NC-typoNV,27546,S,Y,51500,6.812937,3300,3300
Lily,Dumer,801,131-1923,MAYFIELD,UT,84643,M,Y,64000,7,0,2475
Jint,Woehl,814,184-1797,BEECH CREEK,PA,16822,S,Y,10500,3.07,0,0
Jere,VanderMeer,808,117-1696,AIEA,HI,96701,M,Y,19000,4.4644737,0,1040
Shiby,Zingoni,208,186-1413,LEADORE,ID,83464,S,N,81000,7.8,3300,0
Aleksandr,Takada,504,133-1014,GARDNER,LA,71431,M,Y,14000,2.48,0,1000
Taemin,Winzen,302,147-1683,LEWES,DE,19958,S,N,26500,3.665909,110,0
Praveen,Husband,605,169-1715,REE HEIGHTS,SD,57371,S,N,33000,0,0,0
Kenan,Sarstedt,919,135-1899,EAST FLAT ROCK,NC,28726,M,N,23500,6.2255244,0,0
Nicolaas,Hojati,808,184-1783,KAPAAU,HI,96755,M,Y,82000,8.25,0,1040
Lorri,Veronese,678,128-1885,SAVANNAH,GA,31410,S,N,59500,6,2700,0
Michiko,Magalhaes,801,109-1485,FOUNTAIN GREEN,UT,84632,S,N,18500,7,2475,0
Ifay,Trogemann,580,168-1292,WELEETKA,OK,74880,S,Y,100000,6.25,1000,1000
Tran,Kreische,918,156-1841,CANEY-typoNORTH FORT MYERS,MI,74533,M,N,61500,6.25,0,0
Janaina,Chock,941,171-1604,POMPANO BEACH,FL,33072,M,N,11000,0,0,0
Tomoaki,Pordesch,308,190-1062,DUNCAN,NE,68634,M,Y,76500,6.84,0,103
Leon,Palmore,802,171-1358,GREENSBORO,VT,5841,S,N,18000,3.6,3300,0
Atro,Salman,304,187-1947,WILLIAMSBURG,WV,24991,M,Y,52500,5.9750004,0,2000
Jingsen,Nadin,205,110-1297,HARTMAN,WV,35259,M,N,79000,5,0,0
Rosmarie,Molberg,603,137-1558,COLEBROOK,NH,3576,S,Y,83500,0,0,0
Betsy,Fosse,407,187-1061,NICEVILLE,FL,32578,S,N,21000,0,0,0
Cordelia,Wode,302,133-1227,WILMINGTON,DE,19897,S,Y,83000,5.95,110,110
Sumedh,Baratchart,603,131-1518,MONROE,NH,3771,S,N,62000,0,0,0
Shaoyi,Pluym,731,112-1993,MURFREESBORO,TN,37131,M,Y,58000,0,0,0
Ria,Rijsenbrij,203,144-1415,CANTERBURY,CT,6331,S,Y,5500,3,12750,0
Miranda,Seidewitz,505,127-1391,TIERRA AMARILLA,NM,87575,M,Y,32500,5.3,0,3300
Matilde,Mancho,207,119-1888,BOOTHBAY HARBOR,ME,4538,M,Y,79500,8.5,0,2850
Knut,Eizirik,501,188-2023,CARLISLE,AR,72024,S,Y,33000,7,20,20
Kerim,Asarin,404,135-1029,ROME,GA,30161,M,Y,24000,6,0,3000
CongDuc,Blot,802,118-1028,EAST CORINTH,VT,5040,S,N,54000,4.0794806,3300,0
Rubby,Menyhert,660,152-1005,BALLWIN,MO,63011,S,N,58500,6,2100,0
Kasper,Bateman,336,146-2081,PENDLETON,NC,27862,S,Y,500,6,3300,3300
Changming,Nitadori,605,138-1348,DRAPER,SD,57531,S,Y,69000,0,0,0
Bagirath,Gentleman,939,184-1380,LAJAS,PR,667,S,N,34500,0,0,0
Asif,Janardhan,843,162-1513,HOLLY HILL,SC,29059,S,N,36500,7,3300,0
Heekuck,Salustowicz,701,119-1150,SHEYENNE,ND,58374,S,Y,30000,2.1034775,3300,3300
Shugo,Koschutzki,580,172-2020,CLAREMORE,OK,74019,M,Y,35000,6.25,0,1000
Zsuzsa,Kruschinski,870,180-1347,MADISON LAKE,GA,72038,S,Y,34000,7,20,20
Lantzos,Niizuma,316,126-1048,REPUBLIC,KS,66964,M,Y,48000,6.45,0,2250
Meenakshisundaram,Canning,907,193-1158,KING SALMON-typoALMONT,MI,99613,S,Y,44000,0,0,0
Ferdinand,Sureshchandran,602,152-1645,DOUGLAS,AZ,85607,M,Y,80500,3.96275,0,2300
Gurmeet,Kanodia,860,102-1149,BROOKFIELD,CT,6804,S,Y,64500,5,12750,0
Lundy,Schurmann,207,103-1619,EAST WILTON,ME,4234,S,N,75500,8.5,2850,0
Hartmann,Moursund,509,148-1199,SEATTLE,WA,98177,M,Y,41000,0,0,0
Carmem,Leijenhorst,307,172-1489,SINCLAIR,WY,82334,S,Y,29500,0,0,0
Ryosuke,Schusler,435,139-2053,DAMMERON VALLEY,UT,84783,M,Y,55500,7,0,2475
Hinrich,Rahola,606,193-1133,LEXINGTON-typoMADISON LAKE,NV,40578,M,Y,43500,4.25,0,20
Piero,Laqua,715,125-1695,SPENCER,WI,54479,M,N,80500,5.8451023,0,0
Karl,Weihrauch,208,169-1454,PRESTON,ID,83263,M,N,7000,3.2580833,0,0
Tomoyuki,Broder,276,142-1944,PENN LAIRD,VA,22846,M,Y,72000,5.75,0,900
Rejane,Dowden,301,139-1685,FRUITLAND,MD,21826,M,Y,10000,4.75,0,2400
Dongdong,Burtschick,202,164-1859,WASHINGTON,DC,20428,S,N,72500,9,1370,0
Yuan,Bux,971,121-1023,SANDY,OR,97055,S,N,11500,9,159,0
Valery,Groendijk,939,105-1165,JUANA DIAZ,PR,795,S,Y,73000,0,0,0
Kacem,Cronin,203,169-1103,LAKEVILLE,CT,6039,M,Y,4500,3,0,0
Kees,Rummell,337,101-1713,NORTH FORT MYERS,LA-typoGA,71133,M,N,15000,2.8,0,0
Xiaojun,Doster,307,187-1977,SUPERIOR,WY,82945,M,Y,28500,0,0,0
Hirofumi,Mugridge,207,131-1847,NORTH VASSALBORO,ME,4962,S,Y,17000,7.9069343,2850,2850
Toshihiko,Poel,580,182-1464,LAMAR,OK,74850,S,Y,37500,6.25,1000,1000
Anu,Wahab,732,110-2014,METUCHEN,NJ,8840,S,Y,99000,2.645896,1000,1500
Ville,Stround,802,107-1599,GRANVILLE,VT,5747,M,Y,54000,4.0794806,0,3300
Subhashish,Rosneblatt,405,176-1097,BOISE CITY,OK,73933,S,N,5500,3.375,1000,0
Kireeti,Freburger,804,153-1828,WEST AUGUSTA-typoLA VETA,VA-typoIA,24485,S,N,50500,5.75,900,0
Evan,Carla,859,113-1401,TRENTON,KY,42286,M,N,85000,6,0,0
